company_name,crawled_date,employment_type,job_duties,job_id,job_requirements,job_title,job_url,location,posted_date,region
"Газпром переработка, ООО",2018-12-22 11:50:25.510734,Временная работа,"1. Подготовка EPC-контрактов в соответствии с установленными законодательными и локальными нормативными актами Компании;
2. Взаимодействие с контрагентами;
3. Ведение договорной работы;
4. Подготовка отчетности;
5. Ведение деловой переписки.",2480,"1. Высшее техническое (строительное) образование;
2. Опыт работы по направлению от 5 лет;
3. Предыдущий опыт работы в компаниях группы Газпром приветствуется;
4. Хорошее знание приложений MS Office.","Ведущий инженер отдела договоров, смет и сводных сметных расчетов",https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-dogovorov-smet-i-svodnykh-smetn/,г. Санкт-Петербург,2018-06-27 00:00:00,Санкт-Петербург
"Газпром переработка, ООО",2018-12-22 11:50:25.514985,Постоянная работа,"1. Составление сметной документации по всем видам работ на капитальное строительство, реконструкцию;
2. Проверка сметной документации по всем видам работ;
3. Согласование устранения замечаний к сметной документации;
4. Проверка расчетов компенсации удорожания материалов подрядчика;
5. Подготовка аналитических справок.",2481,"1. Высшее техническое (строительное) образование;
2. Дополнительное экономическое образование приветствуется;
3. Стаж работы в строительных, проектных организациях от 5 лет;
4. Опыт работы в программе «Гранд-смета»;
5. Хорошие навыки владения приложениями MS Office.","Инженер отдела договоров, смет и сводных сметных расчетов",https://www.gazpromvacancy.ru/job/inzhener-otdela-dogovorov-smet-i-svodnykh-smetnykh-rasche/,г. Санкт-Петербург,2018-06-27 00:00:00,Санкт-Петербург
"Газпром переработка, ООО",2018-12-22 11:50:25.519371,Временная работа,"1. Подготовка планов инвестиционного строительства;
2. Подготовка документации для проведения открытого запроса предложения и проведение запросов на выполнение кадастровых и иных работ;
3. Курирование и исполнение договоров;
4. Представление интересов Компании в органах государственной власти РФ, субъектов РФ, учреждениях и организациях, органах местного самоуправления по вопросам оформления прав на земельные (лесные) участки;
5. Организация и обеспечение внутренней экспертизы разделов проектной документации для прохождения государственной экспертизы в соответствии с Постановлением Правительства РФ от 16.02.2008 No 87 «О составе разделов проектной документации и требованиях к их содержанию»;
6. Подготовка и сдача отчетов по результатам оформления прав на земельные участки;
7. Подготовка документов, необходимых для сдачи рекультивированных участков.",2482,"1. Высшее образование в области землеустройства;
2. Второе высшее техническое или юридическое образование приветствуется;
3. Опыт работы на аналогичной должности более 3-х лет;
4. Опыт работы по согласованию документов с органами государственной власти, недропользователями, землепользователями;
5. Опыт работы по организации и контролю выполнения подрядными организациями землеустроительных, межевых, кадастровых, лесоустроительных работ;
6. Хорошие навыки работы с офисными приложениями MS Office: Word, Excel, Outlook, Power Point;
7. Навыки работы со специализированным ПО: MapInfo Professional, AutoCAD, RosreestrXML, Гарант.",Ведущий инженер отдела подготовки производства строительной службы,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-podgotovki-proizvodstva-stroi/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
"Газпром переработка, ООО",2018-12-22 11:50:25.524343,Постоянная работа,"1. Планирование, организация и проведение закупочных процедур в соответствии с требованиями Федерального закона No223-ФЗ от 18.07.2011;
2. Работа на специализированных сайтах (ЕИС, ЭТП) и в автоматизированной электронной системе закупок (SAP);
3. Оформление распорядительных документов;
4. Формирование отчетности о закупочной деятельности.",2483,"1. Высшее образование (экономическое, финансовое, юридическое, техническое);
2. Опыт работы в сфере закупок приветствуется;
3. Знания требований законодательства Российской Федерации и нормативных правовых актов, регулирующих деятельность в сфере закупок желательны;
4. Опытный пользователь MS Office (Excel, Word, Outlook, Power Point).",Экономист,https://www.gazpromvacancy.ru/job/ehkonomist/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
Gazprom International,2018-12-22 11:50:25.528607,Постоянная работа,"1. Разработка плана по подготовке и внедрению нового проекта, определение контрольных точек;
2. Определение количества и оценка стоимости ресурсов, требуемых для выполнения работ проекта;
3. Оценка стоимости и определение бюджета проекта;
4. Выбор команды проекта;
5. Организация внутренних совещаний команды проекта;
6. Участие в разработке детального бизнес-плана проекта;
7. Контроль подготовки необходимой документации для внедрения нового проекта.",2484,"1. Профильное нефтегазовое техническое образование;
2. Понимание жизненного цикла нефтегазовых проектов;
3. Опыт руководящей работы не менее 3 лет;
4. Глубокое понимание основных принципов проектного управления;
5. Опыт работы на международных проектах;
6. Свободный английский язык, знание второго иностранного языка будет Вашим преимуществом.",Руководитель проекта,https://www.gazpromvacancy.ru/job/rukovoditel-proekta/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
Gazprom International,2018-12-22 11:50:25.533210,Постоянная работа,"1. Управление (загрузка, увязка, анализ и хранение) исходными геолого-геофизическими данными;
2. Стратиграфическое расчленение разреза на уровне бассейна, лицензионного блока на основе скважинных данных, межскважинная корреляция;
3. Оценка условий осадконакопления;
4. Оценка условий генерации / миграции углеводородов;
5. Оценка количества и качества коллекторов на уровне бассейна;
6. оценка количества и степени сохранности ловушки на уровне бассейна;
7. Оценка неопределённости перспективных ловушек и плеев;
8. Ранжирование перспективных ловушек, плеев. Оценка коэффициента геологического успеха, оценка геологических рисков;
9. Статистическая оценка перспективных объектов по величине ресурсов;
10. Оценка перспективности бассейна, лицензионного участка методом аналогии;
11. Участие в построение геологических моделей;
12. Участие в комнатах данных для оценки качества бассейнового анализа и др. вопросов, связанных с ним;
13. Участие в написании отчётов и подготовке презентаций и методических рекомендаций в части своего функционала и по результатам собственной работы;
14. Оказание экспертной помощи другим сотрудникам компании.",2485,"1. Умение анализировать, структурировать и классифицировать геолого-геофизическую информацию при создании структурного каркаса;
2. Опыт взаимодействия со специалистами по интерпретации сейсморазведочных работ и петрофизиками, обработке данных сейсморазведки;
3. Знание различных алгоритмов картопостроения;
4. Владение ПО Petrel;
5. Владение английским языком на уровне upper-intermediate и выше.",Главный специалист Отдела геологоразведочных работ,https://www.gazpromvacancy.ru/job/glavnyi-specialist-otdela-geologorazvedochnykh-rabot/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
Gazprom International,2018-12-22 11:50:25.538889,Постоянная работа,"1. Осуществление руководства отделом в отсутствие Начальника;
2. Руководство разработкой политик и процедур на этапе сопровождения различных инфраструктурных проектов;
3. Планирование проектов в целях их эффективного и успешного внедрения;
4. Подготовка рекомендаций и обоснований по выбору основного технологического оборудования для инфраструктурных проектов, основываясь на международной практике и современных технологических решениях;
5. Взаимодействие с основными производителями и поставщиками оборудования, машин и механизмов;
6. Подготовка технического задания на выбор основного технологического оборудования для реализации инфраструктурных проектов;
7. Руководство проведением экспертизы технико-экономического обоснования проекта;
8. Взаимодействие с другими структурными подразделениями с целью формирования, согласования и утверждения соглашений, меморандумов, контрактов, нормативных и других документов, направленных на реализацию инфраструктурных проектов.",2488,"1. Знание международных стандартов проектирования;
2. Опыт управление проектами проектирования и строительства газотранспортных объектов, заводов по сжижению природного газа и газоперерабатывающих заводов;
3. Опыт и знание в области экономической оценки проекта;
4. Управление EPC / EPCM контрактами;
5. Знание программного обеспечения: MS PROJECT / PRIMAVERA, IHS Markit QUE$TOR, MS VISIO;
6. Свободный английский язык.",Заместитель начальника Отдела технического обеспечения инфраструктурных проектов,https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-otdela-tekhnicheskogo-obespechen/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
Gazprom International,2018-12-22 11:50:25.543348,Постоянная работа,"1. Подготовка разделов документации по перспективным и иным проектам в рамках установленных компетенций с защитой на НТС и у функционального заказчика;
2. Участие в рабочих группах в рамках установленных компетенций;
3. Выполнение расчетов по поверхностному обустройству объектов нефтегазового комплекса в части концептуального инжиниринга и технологических схем;
4. Формирование планов-графиков выполнения работ по направлению деятельности;
5. Экспертиза документации, выпускаемой подрядчиками в части добычи и подготовки углеводородов;
6. Работа с подрядчиками с целью выработки единой концепции, удовлетворяющей интересам компании и направлениям ее деятельности;
7. Участие в работах по регламентированию процессов на разных стадиях производственной деятельности.",2490,"1. Свободный английский язык;
2. Навыки работы в специализированном ПО: Hysis, Questor, Pipesim и т.д.;
3. Опыт работы на проектах по обустройству морских месторождений нефти и газа;
4. Опыт руководящей работы от 2-х лет.","Заместитель начальника Отдела добычи и подготовки газа, газового конденсата и нефти",https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-otdela-dobychi-i-podgotovki-gaz/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
Gazprom International,2018-12-22 11:50:25.547661,Постоянная работа,"1. Анализ геолого-геофизической информации;
2. Построение, экспертиза 3D геологических моделей;
3. Подсчёт запасов и ресурсов по Российской и международной SPE-PRMS классификациям;
4. Оценка перспективных ресурсов вероятностным методом Монте Карло;
5. Ведение баланса запасов УВ компании;
6. Написание производственных отчётов, подготовка презентаций;
7. Участие в «комнатах данных» для оценки ресурсного потенциала новых лицензионных участков / блоков.",2491,"1. Владение английским языком на уровне не ниже upper-intermediate (необходимо будет использовать язык устно и письменно);
2. Опыт работы в программном обеспечении: Petrel, Crystal Ball.
3. Опыт работы на международных проектах;
4. Опыт работы в мультидисциплинарных командах;
5. Опыт подсчёта запасов УВ по международной (SPE-PRMS) классификации, применение вероятностной оценки.",Главный специалист Отдела по подсчёту и экспертизе запасов углеводородов,https://www.gazpromvacancy.ru/job/glavnyi-specialist-otdela-po-podschjotu-i-ehkspertize-za/,г. Санкт-Петербург,2018-07-02 00:00:00,Санкт-Петербург
"Газпром добыча Ноябрьск, ООО",2018-12-22 11:50:25.551859,Временная работа,"1. Проверка порядка ценообразования согласно договорам подряда, сметной документации, разработанной институтами;
2. Разработка укрупненной стоимости объектов;
3. Разработка сметных расчетов начальной стоимости объектов для проведения процедуры закупки подготовительных работ;
4. Проверка сметных расчетов на дополнительные работы, согласование с институтом, проверка выполненных работ по инженерным изысканиям и объемам проектирования;
5. Приемка и согласование сводно-сметных расчетов;
6. Формирование планов капитальных вложений, объемов лимитов капитальных вложений и пакетов документов для рассмотрения в профильных департаментах ПАО ""Газпром"";
7. Контроль исполнения плановых показателей;
8. Проверка выполнения объемов капитальных вложений, создание справки распределения затрат;
9. Формирование отчетов по фактическому освоению лимитов капитальных вложений в разрезе строек и видов затрат;
10. Предоставление отчётности в ПАО ""Газпром“ и органы статистики субъектов РФ.",2493,"1. Высшее профильное образование (ПГС, экономика);
2. Работа по специальности от 3-х до 6 лет;
3. Владение сметной программой Гранд-Смета;
4. Проверка / формирование форм КС-2 и прочих затрат на соответствие заключенным договорам, утвержденной ПСД;
5. Коммуникабельность, умение работать в коллективе, стрессоустойчивость, аналитическое мышление, ответственность, целеустремленность, настойчивость, активность;
6. Опыт разработки и проверки смет на строительно-монтажные работы;
7. Знание нормативно-методической базы сметного дела, экономический анализ стоимости строительства.",Ведущий инженер по проектно-сметной работе,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-po-proektno-smetnoi-rabote/,г. Ноябрьск,2018-07-06 00:00:00,Тюменская область
"Газпром переработка, ООО",2018-12-22 11:50:25.556511,Временная работа,"Обеспечение бесперебойного функционирования программного обеспечения:
- Устранение инцидентов;
- Администрирование;
- Консультирование пользователей.",2494,"1. Высшее техническое образование в сфере информационных технологий;
2. Опыт работы на аналогичной позиции от 1-го года;
3. Знание операционных систем Windows желательно;
4. Навыки программирования, знание языков C#, JavaScript, PowerShell, SQL приветствуются;
5. Развитые коммуникативные навыки;
6. Умение эффективно работать в команде.",Инженер информационно-управляющих систем,https://www.gazpromvacancy.ru/job/inzhener-informacionno-upravljajushchikh-sistem/,г. Санкт-Петербург,2018-07-10 00:00:00,Санкт-Петербург
"Газпром переработка, ООО",2018-12-22 11:50:25.560972,Постоянная работа,"1. Обеспечение физической охраны и защиты имущества;
2. Взаимодействие с работниками частных охранных организаций;
3. Обеспечение требований пропускного и внутри объектового режимов.",2495,"1. Среднее профессиональное образование;
2. Опыт работы в области охранной деятельности и обеспечения антитеррористической защищенности производственных объектов приветствуется;
3. Наличие навыков работы с базовыми офисными приложениями (Excel, Word, Outlook, Power Point).",Инспектор,https://www.gazpromvacancy.ru/job/inspektor/,г. Санкт-Петербург,2018-07-17 00:00:00,Санкт-Петербург
"Газпром добыча Иркутск, ООО",2018-12-22 11:50:25.566019,Постоянная работа,"Выполнение функций по маркшейдерскому направлению деятельности Службы в части контроля производства изысканий, строительства и эксплуатации объектов обустройства Ковыктинского ГКМ, а также охране недр при их использовании;
1. Контроль исполнения подрядными организациями требований, содержащихся в проектах разработки месторождений ОПИ;
2. Контроль объёма добычи на месторождениях общераспространённых полезных ископаемых;
3. Выполнение плановых наблюдений за осадками и деформациями объектов поверхности;
4. Выполнение работы по развитию опорной и съёмочной маркшейдерской сети;
5. Осуществление контроля и приёмки исполнительной документации, предоставляемой буровыми и строительно-монтажными организациями, осуществляющими обустройство месторождения.",2497,"1. Высшее образование по специальности «Маркшейдерское дело»;
2. Стаж работы по специальности не менее 8 лет;
3. Практический опыт работы с электронными тахеометрами (Sokkia, Topcon, Leica) и с геодезической GPS –аппаратурой (Leica, Topcon);
4. Владение ПК на уровне опытного пользователя, знание программ (AutoCAD, Panorama, Credo и др. специализированных маркшейдерско-геодезических программ).",Ведущий маркшейдер,https://www.gazpromvacancy.ru/job/vedushchii-marksheider/,Жигаловский район,2018-07-23 00:00:00,Иркутская область
"Газпром добыча Иркутск, ООО",2018-12-22 11:50:25.570820,Постоянная работа,"1. Организация, координация и контроль хода работ по формированию планов ПИР будущих лет;
2. Формирование перспективных планов освоения и планов финансирования проектно-изыскательских работ;
3. Контроль показателей фактического освоения капитальных вложений Плана ПИР;
4. Оценка промежуточных этапов разработки проектной документации с использованием таких видов анализа, как финансовый, экономический, коммерческий;
5. Организация работы и контроль проведения анализа заключений к сметным расчетам на выполнение Генпроектировщиком проектно-изыскательских работ;
6. Формирование и выдача заключений;
7. Прием и проверка первичных документов, предоставляемых в рамках выполнения проектно-изыскательских работ на соответствие требованиям бухгалтерского учета и налогового законодательства;
8. Организация работы по своевременному и качественному представлению ежемесячной и годовой отчетности по объемам проектно-изыскательских работ в соответствии с установленными формами.",2498,"1. Образование высшее;
2. Стаж работы по специальности не менее 8 лет;
3. Опыт работы на руководящей должности не менее 3-х лет;
4. Опыт выполнения планово-экономической работы по ПИР;
5. Уверенное пользование компьютером (программы MS Word, MS Exсel, MS Outlook, Интернет,                                    MS PowerPoint);
6. Дополнительные знания экономики в строительстве, ценообразования в проектно-изыскательских работах.",Заместитель начальника отдела ПИР,https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-otdela-pir/,г. Иркутск,2018-07-23 00:00:00,Иркутская область
"Газпром добыча Иркутск, ООО",2018-12-22 11:50:25.575789,Постоянная работа,"1. Формирование перспективных планов освоения и планов финансирования проектно-изыскательских работ;
2. Контроль показателей фактического освоения капитальных вложений Плана ПИР;
3. Оценка промежуточных этапов разработки проектной документации с использованием таких видов анализа, как финансовый, экономический, коммерческий;
4. Анализ и выдача заключений к сметным расчетам на выполнение Генпроектировщиком проектно-изыскательских работ.",2499,"1. Образование высшее;
2. Стаж работы по специальности не менее 8 лет;
3. Опыт выполнения планово-экономической работы по ПИР;
4. Уверенное пользование компьютером (программы MS Word, MS Exсel, MS Outlook, Интернет, MS PowerPoint).",Ведущий инженер отдела ПИР,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-pir/,г. Иркутск,2018-07-23 00:00:00,Иркутская область
"Газпром добыча Иркутск, ООО",2018-12-22 11:50:25.580259,Постоянная работа,"1. Организация и участие в проведении проверок состояния АПК на ОПО;
2. Проведение анализа выявленных нарушений требований ПБ, подготовка и контроль выполнения планов мероприятий по устранению выявленных нарушений;
3. Оформление документов для регистрации / подачи дополнительных сведений объектов в едином Государственном реестре опасных производственных объектов (далее – ОПО);
4. Ведение учёта и контроль наличия и актуальности деклараций промышленной безопасности ОПО;
5. Участие в комиссиях по проведению расследования аварий и инцидентов согласно требованиям РФ и стандартов Компании;
6. Разработка инструкций, положений и других локальных нормативных документов (далее – ЛНД) Общества в области ПБ;
7. Ведение реестра нарушений, выявленных в период проверок территориального органа Ростехнадзора и контроль их устранения;
8. Составление отчетов, информационных материалов о состоянии ПБ на объектах Общества;
9. Организация подготовки и аттестации работников в области ПБ;
10. Осуществление контроля по учету за состоянием, проведением испытаний и освидетельствований технических устройств (далее - ТУ), применяемых на ОПО, ведение учета сроков эксплуатации ТУ, зданий, сооружений, трубопроводов;
11. Контроль наличия и своевременности проведения экспертизы промышленной безопасности.",2500,"1. Образование высшее (техническое) - специалитет, магистратура;
2. Стаж работы по специальности не менее 5 лет;
3. Уверенное пользование компьютером (программы MS Word, MS Exсel, MS Outlook, Интернет, MS PowerPoint);
4. Знание законодательства РФ в области ПБ.",Ведущий инженер по промышленной безопасности,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-po-promyshlennoi-bezopasnosti/,г. Иркутск,2018-07-23 00:00:00,Иркутская область
"Газпром переработка, ООО",2018-12-22 11:50:25.585391,Постоянная работа,"1. Строительный контроль выполнения инженерно-геодезических и строительно-монтажных работ;
2. Контроль проектной документации;
3. Входной контроль материалов, оборудования, конструкций, изделий;
4. Приемочный контроль;
5. Подготовка отчетов по выполненным работам организации подрядчика;
6. Участие в разработке локальных нормативных актов и методических документов.",2478,"1. Высшее техническое образование по специальностям: инженер–геодезист, инженер-маркшейдер, инженер-строитель;
2. Опыт работы по направлению не менее 3-х лет;
3. Опыт работы в строительстве на предприятиях топливно-энергетического комплекса;
4. Навыки работы с геодезическим оборудованием;
5. Готовность к командировкам;
6. Опытный пользователь MS Office: Excel, Word, Outlook, Power Point.",Ведущий инженер службы строительного контроля,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-sluzhby-stroitelnogo-kontrolja-1/,г. Новый Уренгой,2018-07-27 00:00:00,Тюменская область
"Газпром георесурс, ООО",2018-12-22 11:50:25.590068,Постоянная работа,"1. Организация работ подчиненных подразделений в соответствии с Политикой Общества, требованиями охраны труда, промышленной, пожарной и экологической безопасности согласно действующего законодательства Российской Федерации, а также требованиями стандартов «Единой системы управления охраной труда и промышленной безопасности ПАО «Газпром»Организация работ по реконструкции и модернизации Филиала, предотвращению вредного воздействия производства на окружающую среду, бережному использованию природных ресурсов, созданию безопасных условий труда и повышению технической культуры производства;
2. Контроль разработки мероприятий по выполнению требований законодательства о природных ресурсах (земельное, водное, лесное);
3. Контроль оформления разрешительной документации для ведения работ на земельных и лесных участках, а также оформления возврата земельных участков арендодателям;
4. Руководство разработкой и внедрением новых средств и оборудования для проведения геофизических исследований;
5. Контроль и организация обеспечения бесперебойной и качественной работы геофизического оборудования, устройств возбуждения сейсмического сигнала, каналов связи, информационной системы Филиала;
6. Обеспечение функционирования системы менеджмента качества в Филиале; разработка корректирующих и предупреждающих мероприятий, направленных на устранение причин обнаруженных (возможных) несоответствий, их проведение, контроль выполнения.",2503,"1. Высшее профессиональное (техническое) образование;
2. Аналогичный стаж работы на руководящих должностях не менее 5 лет.","Заместитель директора - главный инженер ПФ ""Костромагазгеофизика""",https://www.gazpromvacancy.ru/job/zamestitel-direktora-glavnyi-inzhener-pf-kostromaga/,г. Кострома,2018-08-07 00:00:00,Костромская область
"Газпром георесурс, ООО",2018-12-22 11:50:25.594894,Постоянная работа,"Управление установкой возбуждения сейсмических сигналов (УВСС), включая транспортное шасси, на которой она смонтирована, при выполнении работ по возбуждению сейсмического сигнала на подготовленных (разбитых) профильных линиях в соответствии с установленным технологическим регламентом и выданным техническим заданием на производство работ;
Участие в проведении поверочных работ, снятии тестов (технических характеристик и параметров УВСС), проведении опытно-методических работ и прочих технологических регламентов.",2370,"Образование не ниже общего среднего;
Удостоверение по профессии «Машинист установки возбуждения сейсмических сигналов»;
Удостоверение тракториста-машиниста с категорией D.",Машинист установки возбуждения сейсмических сигналов 6 разряда,https://www.gazpromvacancy.ru/job/mashinist-ustanovki-vozbuzhdenija-seismicheskikh-signalov/,г. Кострома,2018-08-07 00:00:00,Костромская область
"Газпром газнадзор, ООО",2018-12-22 11:50:25.599753,Постоянная работа,"1. Расчет смет к договорам и конкурсам.
2. Планирование и калькулирование затрат.
3. Планирование и контроль исполнения бюджета доходов и расходов.",2389,"1. Высшее профессиональное образование (экономическое).
2. Опыт работы в должности экономиста не менее 3 лет.
3. Уверенный пользователь ПК, знание Excel.",Ведущий экономист,https://www.gazpromvacancy.ru/job/vedushchii-ehkonomist/,г. Москва,2018-08-07 00:00:00,Москва
"Газпром газнадзор, ООО",2018-12-22 11:50:25.603700,Постоянная работа,"1. Администрирование ОС Windows Server 2008/2012;
2. Администрирование AD, GPO, DNS;
3. Администрирование Microsoft Exchange Server 2010;
4. Работа с сетевым оборудованием НР;
5. Обслуживание серверов HP DL 165/320/360;
6. Знание ОС Linux.",2391,"1.Высшее образование по специальности ""Информатика и вычислительная техника"";
2. Опыт работы по специальности не менее 3 лет;
3. Опыт работы с межсетевыми экранами CheckPoint приветствуется.",Ведущий инженер отдела сопровождения и эксплуатации вычислительных сетей и телекоммуникаций службы ИТ,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-soprovozhdenija-i-ehkspluatacii-v/,г. Москва,2018-08-07 00:00:00,Москва
"Газпром газнадзор, ООО",2018-12-22 11:50:25.607721,Постоянная работа,"1. Сбор и обобщение отчетных данных из филиалов Общества по контролю надежности, работоспособности и безопасности объектов магистральных трубопроводов и ГРС.
2. Подготовка проектов писем, докладов по вопросам, входящим в компетенцию отдела.
3. Участие в подготовке корпоративной периодической и годовой статистической отчетности в целом по Обществу.
4. Участие в комиссиях по расследованию причин аварий и инцидентов на газовых объектах.
5. Участие в комиссиях по приемке в эксплуатацию объектов магистральных трубопроводов и ГРС.",2429,"1. Высшее (техническое) образование.
2. Опыт работы в газовой отрасли от 3 лет.
3. Уверенный пользователь ПК.",Ведущий инженер отдела по контролю за эксплуатацией объектов магистральных трубопроводов и ГРС,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-otdela-po-kontrolju-za-ehkspluataciei-o/,г. Москва,2018-08-07 00:00:00,Москва
